,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,knockout,wildtype,ms_level,A_1,A_2,A_3,A_4,A_5,B_1,B_2,B_3,B_4,B_5,isotopes,adduct,pcgroup
FT1748,778.3790209,778.3770439,778.3824161,657.4174194,657.1943359,658.2224731,9,5,4,1,28527.95373,23612.57751,24311.01484,25546.6432,23352.16287,24939.83545,24529.14491,16983.384,26273.56783,21210.42724,[257][M+1]-,,179
FT1726,749.3801298,749.3776445,749.3835249,657.9221802,644.6156616,658.2696533,11,5,5,1,45171.75064,47393.55873,39960.60336,41312.57046,42102.62711,43713.01493,39443.3728,33616.616,42371.24448,34281.2544,,,656
FT1541,613.3069025,613.3054537,613.3080267,658.8431396,646.6362915,660.282,8,2,4,1,112826.7627,171573.8063,160572.4942,66410.54,66515.84211,176542.5115,164546.2462,126429.9054,135823.2019,141101.4872,,,653
FT1434,551.2703251,551.2684237,551.2728097,659.2017212,658.758,659.7358398,10,5,5,1,92528.52069,86661.99575,87955.91194,87499.49861,88512.01425,54076.59895,84680.112,44571.68655,57136.50119,47519.5866,,,653
FT419,236.0562724,236.055418,236.0572841,659.2385254,658.680481,659.7358398,10,5,5,1,17014.3195,8578.395133,13729.39456,7441.194429,12833.63539,19332.38075,8673.302533,10811.33587,8089.011,10226.17835,,,653
FT1740,765.3753766,765.3732968,765.3789945,662.8062744,662.7369385,663.0560303,9,4,5,1,60830.37655,55515.2929,55965.47897,55103.1229,52967.02367,52870.60887,52422.64224,42526.17145,56928.00083,49750.46377,,,210
FT1630,675.3436327,675.3415719,675.3462895,664.311554,663.7492676,664.9614868,10,5,5,1,75259.15171,88782.95615,86968.51555,92180.6378,83213.65148,83137.67483,62875.75877,57033.9145,91783.88939,78091.32388,,,54
FT356,215.1271158,215.1264974,215.1283316,664.338,663.7492676,672.8533936,11,5,5,1,25179.01906,36662.18278,34523.46753,34830.97039,38250.00267,28399.51333,33934.20395,28767.9825,35317.66288,32695.42,[27][M+1]-,,54
FT352,214.1237592,214.1232134,214.124626,664.4543762,664.2470703,665.0717163,10,5,5,1,157928.2343,231406.7185,218601.2798,221219.9023,240398.787,175754.8231,212413.3272,186990.782,223742.5572,202255.8351,[27][M]-,,54
FT292,193.0770894,193.0766101,193.0780306,664.7911377,664.4535522,664.84,9,4,5,1,6572.927077,4875.31,6504.404286,6132.366231,5172.612231,3562.042236,5015.940417,4803.80625,5215.898545,5332.255,,,54
FT1182,447.2233274,447.2219284,447.2253289,664.7976685,657.2074585,665.3112793,12,5,5,1,177118.7215,95186.696,212200.9851,94851.43811,156417.9422,225249.7918,88688.0435,168490.7261,96408.67326,197034.8571,,[M-H]- 448.231,54
FT1042,391.1607375,391.1597271,391.162581,664.8948975,664.2470703,665.346,10,5,5,1,31509.49688,29171.24158,29676.9,26240.27311,28234.34813,27752.54857,29450.8554,23624.71704,27027.7075,25517.73607,,[M-H-C4H8]- 448.231,54
FT1692,723.3655718,723.3636916,723.3678157,665.0717163,664.2470703,665.4621582,9,4,5,1,15350.08736,11805.5849,12212.77852,12946.37225,12756.7062,11809.26532,11706.0062,8889.474789,12189.70621,10661.98886,,,474
FT1407,539.27064,539.2692083,539.2728397,665.3246765,664.84,665.8165283,10,5,5,1,121968.8873,103918.232,104929.8683,91932.26271,95911.2326,106836.1324,96315.98806,78987.12088,98374.74814,82384.16027,,,476
FT1829,925.4499727,925.4477427,925.4539314,665.4615479,664.770752,665.8397827,9,4,5,1,39898.33504,37009.346,28639.608,37486.65769,35962.50571,36621.03548,36457.55533,28476.88854,40628.088,23988.65086,,,475
FT1145,433.2076301,433.2066587,433.2078713,665.762146,664.9614868,665.7759399,3,3,0,1,3541.028482,26301.00461,29722.75416,28207.91171,31580.91248,35237.54338,37904.8655,27161.36873,28018.10263,28874.865,,,310
FT1831,926.4549207,926.45078,926.45699,665.8102417,665.3112793,666.3395386,4,1,3,1,16155.55278,17048.8943,16708.24655,17599.47077,13193.82051,12819.47203,17288.28535,10913.69795,17023.667,14581.78948,,,709
FT1189,449.1660028,449.1651208,449.1677202,668.1593628,666.9776611,668.883,10,5,5,1,20231.60338,16875.52931,17297.87376,16672.04373,15794.2511,15671.09406,17969.26119,12726.80945,12557.98473,13873.89006,,,337
FT1792,852.4169074,852.4142654,852.4190786,668.8624878,668.3685913,669.4942627,5,0,5,1,15467.37492,15690.744,14621.34455,15724.31648,14581.2024,8594.154358,13562.09428,8102.641514,6653.724398,10690.40435,,,337
FT947,361.1500658,361.1493845,361.1516275,670.3795776,669.8181152,670.5929565,10,5,5,1,21392.5182,19171.47221,18600.25875,18217.51789,20969.70303,18550.25609,19251.73389,16127.88154,18113.42,16066.31278,,,269
FT1103,416.0882936,416.0875995,416.0892715,673.4154053,673.401062,673.441,4,1,3,1,4147.369936,3936.559085,7070.201053,6457.7715,7517.498368,1653.397511,4720.028274,3621.143355,6256.047294,2898.515779,,,667
FT1784,839.4122743,839.4101632,839.4157263,673.9275513,673.357605,674.4169922,9,5,4,1,33152.09486,30627.74925,32019.67072,28101.58866,29931.43813,34773.70483,29645.1012,23326.5388,32074.57,26153.78226,[264][M]-,,197
FT1336,509.2597534,509.2587136,509.2618326,673.9433594,664.7490234,674.9192505,12,5,5,1,144951.314,77149.14381,128106.4792,68385.91333,68634.23624,73122.482,78257.088,97718.60313,80902.388,56983.46508,,,197
FT1787,840.4161707,840.4148153,840.4173139,674.0595093,673.9047852,674.4381104,6,3,3,1,5330.717762,10694.264,9818.424,10579.99352,7959.528598,10212.51652,9819.172545,7270.689684,9103.641314,8160.807687,[264][M+1]-,,197
FT566,274.1444585,274.1439675,274.145459,674.4275513,673.8669434,675.0976563,10,5,5,1,9555.133071,9512.944,12010.24853,9629.7642,10085.544,11002.49733,8959.836667,8596.6688,9752.283857,8361.633714,,,197
FT1870,999.4867331,999.4845875,999.4906368,675.2409973,674.8860474,676.0079346,8,4,4,1,25623.23164,25558.40933,27723.81548,28192.00279,23536.4385,24763.79193,28875.1375,21669.56731,22271.50396,23164.82207,,,670
FT1149,435.2233066,435.2220573,435.22476,675.2678528,673.401062,678.9664917,10,5,5,1,104633.357,124701.8525,91768.71593,120435,98332.85204,106913.6396,110763.0786,175936.7066,121543.8976,194454.6251,,,668
FT1727,749.3791488,749.3771721,749.3826724,676.4094849,675.0976563,676.9338379,9,5,4,1,53136.072,47345.99335,49640.8218,48371.39672,46289.17051,46753.82545,45939.79892,38195.60927,53471.53288,42336.824,,,669
FT401,230.1186673,230.1177366,230.119443,677.999176,677.9086304,678.6004639,10,5,5,1,60660.57085,61103.516,68889.8116,59316.06015,63352.8,69237.88648,58989.0756,58187.02795,61691.57321,53073.024,[31][M]-,,132
FT197,170.0610126,170.060476,170.0616919,678.0285034,677.9086304,678.6004639,10,5,5,1,9048.541133,9476.145067,10480.374,8391.331286,9613.378133,10781.48867,9091.423733,8970.446333,9482.0492,7443.042769,,,132
FT403,231.1221819,231.1213523,231.1230508,678.0285034,677.9086304,678.6004639,10,5,5,1,10659.69275,11206.70812,11495.2225,10608.41471,11522.52,12096.29111,9453.679,9844.128,9992.530286,9431.379875,[31][M+1]-,,132
FT1830,925.4498122,925.4464074,925.4508778,678.9611816,678.440918,679.4979248,7,4,3,1,19664.4142,30663.5712,23992.48161,28722.624,28719.01549,28209.5334,30294.24827,21211.24192,32774.0688,24120.64169,,,618
FT1537,613.3072181,613.3050747,613.3089262,679.0064392,678.4214478,680.5057373,10,5,5,1,91735.758,82519.41818,90944.03977,90934.65859,82107.60682,82259.47859,79880.0075,69736.95197,90060.42326,71022.82559,,,617
FT1086,403.1971617,403.1960992,403.198101,680.9886475,680.5574951,681.0130615,5,2,3,1,28644.89845,26447.54291,25580.67291,25171.31788,9470.880127,12190.11042,18388.19491,20048.45455,25059.98533,14148.4868,,,274
FT1143,433.2071154,433.2065039,433.2079335,682.269855,681.0628052,682.9782715,4,1,3,1,27217.73704,43514.05059,39197.0633,38722.62758,28677.9318,21338.09887,38951.19126,31458.09132,33813.43201,29205.87832,,,699
FT1825,914.4523493,914.4513062,914.453622,683.5403442,682.9782715,684.5438843,5,2,3,1,9043.020521,8250.3309,7530.4115,8643.542857,7277.04,14379.99542,7561.87,6447.264235,8979.907599,5372.976185,[272][M+1]-,,298
FT1902,1073.524989,1073.521551,1073.52579,684.0250854,683.9875488,685.0535889,4,3,1,1,15824.84043,16519.4793,15503.79326,16272.20074,12385.27455,15823.27407,17762.27629,10659.52406,9097.036965,15175.76667,,,705
FT1824,913.4495892,913.448275,913.4521188,684.0435791,684.025,685.0372314,5,1,4,1,28373.70612,23470.61357,26155.79123,24144.75469,22489.58572,19251.33496,24567.62286,17300.34053,21563.23999,17747.69862,[272][M]-,,298
FT1106,419.1921999,419.1905875,419.1931925,685.5257263,685.0194092,685.5562744,10,5,5,1,73340.52932,54696.22071,50526.52592,54374.00889,63880.50329,67191.9931,51118.68008,44814.476,52293.97135,45796.44981,,,591
FT1147,435.1871007,435.1858654,435.188563,687.3398169,687.0217896,687.5709229,10,5,5,1,175887.3065,160795.2963,155530.3314,185261.3978,192964.1821,148836.2141,157483.8137,122105.4111,151395.2817,138421.0725,[157][M]-,,112
FT1158,436.1904436,436.1887866,436.1918559,687.5429993,686.6210327,700.7086182,12,5,5,1,37273.23016,30851.44873,32411.71806,29489.30062,25961.68383,40423.39949,31146.17259,26420.085,30993.11178,34032.35683,[157][M+1]-,,112
FT1871,999.4873704,999.4848055,999.4881743,688.0722046,687.555,700.2030029,6,2,3,1,13771.14544,20165.89777,17765.36125,22434.39407,19643.3818,19995.00282,20045.49954,14854.464,20634.3718,18042.35016,,,592
FT437,241.1443889,241.143562,241.1452984,690.5793064,683.4824219,691.1034546,18,5,5,1,48863.02476,42982.78342,26080.60816,25833.75053,40871.23571,24046.61052,25035.36111,34242.86974,25609.52595,22076.0653,,[M-H-C4H8]- 298.22 [M-H-C6H10O4]- 388.215,229
FT834,333.1916445,333.190486,333.1928871,690.5884312,690.0603638,690.602478,10,5,5,1,16465.3696,14832.3,16697.53421,15918.636,16094.463,12716.74384,14590.50863,12452.69606,16764.75758,13448.25337,,[M+Cl]- 298.22,229
FT1120,423.1871116,423.1855885,423.188318,691.095,690.5656128,691.1074829,7,2,5,1,45691.27325,47638.4215,43969.60607,41943.58786,41060.88579,46526.75117,46041.46879,38365.54407,44542.81821,39574.29363,,[M+Cl]- 388.215,229
FT1648,687.3436798,687.3414449,687.3459891,691.102356,690.1159058,696.6665649,11,5,5,1,82902.38627,41004.751,42305.62125,76790.91015,43633.58067,70883.38308,68216.13882,34180.79035,47309.31429,65430.71129,,,682
FT1860,987.488093,987.4845295,987.4902772,693.6386719,693.12,694.1411133,3,0,3,1,22243.86206,17534.08358,19394.1995,20705.73891,18236.59839,16143.64776,18493.76965,11758.48822,9647.84094,14296.17759,,,204
FT1335,509.2586176,509.2224892,509.2620233,693.8946978,687.555,702.2180786,28,5,5,1,47520.08653,52483.52313,42550.45633,42725.1,50027.958,42171.29542,39637.10389,32142.73333,45409.22284,37130.6955,,,204
FT901,346.0833248,346.0820371,346.0841305,695.1546631,695.1433105,695.6464233,9,4,5,1,5072.821636,6865.488,13658.05906,12193.25263,14045.83688,3286.434204,5760.846769,9362.646333,14949.20647,12224.54025,,,698
FT1725,747.3646897,747.3630078,747.3664781,696.1483765,695.1481934,697.165,6,3,3,1,21510.36508,43750.06773,47096.62417,50533.25113,45215.01,44176.26281,56809.10256,36691.79882,48883.059,37314.23391,,,273
FT538,267.0778126,267.0765053,267.0783804,696.1612549,696.1489868,696.6610107,7,2,5,1,4523.7195,3896.9618,5627.324769,4269.732545,3948.8662,1862.89774,4741.758357,3248.061716,4327.5486,4098.1032,,,273
FT1500,595.2969502,595.2949324,595.2972161,697.163208,696.6665649,697.165,5,1,4,1,17845.57077,88944.61439,105142.7123,105074.9598,84905.76037,85237.45614,99290.40944,77287.4987,100710.2516,78895.57763,,,22
FT449,242.1760486,242.1754636,242.1771016,697.4165649,697.1557617,697.6740112,10,5,5,1,90759.312,79616.994,75546.61579,82229.66511,100189.1569,81034.17958,93077.3052,64551.30884,71259.188,72054.77411,[37][M]-,,22
FT381,225.0640312,225.0633561,225.064681,697.6670837,697.163208,697.6740112,10,5,5,1,8556.72,12551.4205,14711.54,19288.08,17906.45737,7043.753571,9978.3495,18716.746,26152.76424,14806.07529,[29][M+1]-,,22
FT380,224.057603,224.0567272,224.058352,697.6679382,697.164978,697.6740112,10,5,5,1,57487.37653,74699.76139,85904.25442,107446.1305,99402.61367,44798.42316,64497.93726,82948.82116,129762.28,77585.11895,[29][M]-,[M+Cl+HCOOH]- 143.084 [M-H+HCOOH]- 179.06,22
FT1519,601.2406279,601.2395587,601.2434235,697.6681519,697.164978,697.6740112,9,4,5,1,4698.423636,5665.595,6992.999444,6142.752,6400.610429,2507.830904,5623.098857,5285.958333,7196.446118,5868.576,,,22
FT1683,716.134442,716.1326542,716.1367091,697.6685181,697.1557617,698.1757813,9,5,4,1,2541.159203,5618.125,7006.330385,6715.17,6938.272,4744.824,5985.456,6638.363286,6974.7125,5514.6895,[244][M+1]-,,22
FT1850,961.1717545,961.1694211,961.1755975,697.6685181,697.6607666,698.1777954,9,5,4,1,1979.810387,7121.435077,8359.666,7841.6168,8079.302,5230.721455,7157.359714,6232.720846,8339.0196,5953.756,,,22
FT235,179.0614515,179.0610444,179.0622451,697.6686096,697.1557617,697.6740112,10,5,5,1,251653.752,324925.0174,415924.4013,409937.977,376413.7113,213213.524,320222.015,348580.0001,416146.3143,350754.0123,[16][M]-,[M-H-CO2]- 224.058,22
FT238,180.0648312,180.0644369,180.0656521,697.6686096,697.1557617,697.6740112,10,5,5,1,31461.40635,44410.885,55838.21333,54568.08,52175.86739,29158.7,41913.13735,48037.07811,56240.87428,46889.04316,[16][M+1]-,,22
FT307,197.071924,197.0714039,197.0727477,697.6686096,697.164978,697.6740112,10,5,5,1,7193.438182,10369.21314,14270.4744,14228.95547,12659.075,6521.2884,11382.00429,13999.5324,13106.985,12669.56357,,,22
FT377,223.051268,223.0507404,223.0522036,697.6686096,697.1557617,697.6740112,10,5,5,1,170459.856,218058.7763,272272.3341,267073.6115,252160.1548,148254.6646,215276.2326,219332.9512,270750.5165,221845.9704,,[M-H]- 224.058,22
FT426,239.0460228,239.0454063,239.0470067,697.6686096,697.164978,697.6740112,10,5,5,1,10557.32693,13846.0164,17928.88235,19790.568,17073.0516,8141.0775,12847.16,12608.79833,21044.96063,13803.53859,,,22
FT1260,470.0946827,470.0934158,470.0967868,697.6686096,697.164978,697.6740112,10,5,5,1,17555.67069,25623.48856,30075.22667,28790.88411,27176.50078,17863.365,23244.94667,24124.24159,30218.34821,22588.84641,[170][M+1]-,,22
FT1603,657.3330177,657.3313147,657.3355615,697.6686096,697.1557617,697.6740112,10,5,5,1,61134.06218,55598.69682,56023.15429,59139.44386,54446.612,48757.58315,60124.70537,81073.73455,59248.42036,51321.91295,,[M-H]- 658.34,22
FT454,243.1794137,243.1785957,243.1804417,697.6687927,697.1557617,697.6740112,10,5,5,1,11649.56853,9915.840786,10487.75063,11178.4092,14168.62288,11030.05994,12575.22171,8903.124286,9403.399615,9967.334933,[37][M+1]-,,22
FT624,291.038493,291.0376872,291.0396691,697.6687927,697.6607666,697.6740112,10,5,5,1,29503.89675,36706.44108,39495.19932,38439.07208,37650.75862,31664.34512,36449.385,32011.54848,39303.17638,31705.27033,,[M-H+NaCOOH]- 224.058,22
FT1256,469.0916427,469.0903749,469.093546,697.6687927,697.6607666,697.6740112,10,5,5,1,65428.80433,91015.24832,104707.3055,106488.7347,101856.8958,62415.27061,89176.23,85488.84979,106658.2856,84224.42737,[170][M]-,[2M-2H+Na]- 224.058,22
FT1621,669.3330666,669.3314738,669.3360475,697.6687927,697.6607666,698.184082,10,5,5,1,92016.246,69906.36957,83715.31111,66164.14185,70325.45443,56672.46084,66677.30491,55532.58868,69556.175,60503.36305,,,22
FT1624,671.2809726,671.2791578,671.2829897,697.6687927,697.6607666,698.1777954,10,5,5,1,7095.430688,7986.516706,8105.769737,8281.376,7915.126588,5043.226571,7171.0632,6374.465143,8987.648,6597.3208,,,22
FT1645,687.2771823,687.2748083,687.2799489,697.6687927,697.6607666,698.1777954,10,5,5,1,9534.674133,10981.08141,12286.66667,11602.48987,10962.996,7547.2518,10210.38047,9691.82,13105.03211,10101.01118,,[M-H+HCOOH]- 642.277,22
FT1679,715.1315042,715.1294602,715.1346101,697.6687927,697.6607666,698.1777954,10,5,5,1,10024.19143,14798.8236,17389.13247,16627.968,17193.44759,12015.82667,14530.80738,15426.61875,16952.969,14561.01481,[244][M]-,,22
FT1028,389.1817489,389.1804895,389.183242,697.6690674,687.1246338,698.689,15,5,5,1,96600.33067,138610.508,93165.25614,103116.6806,88890.89331,132637.8297,85931.1563,69612.85935,147409.2449,122150.8167,[136][M]-,,22
FT233,178.053474,178.0530222,178.0538711,697.6697998,697.165,697.6740112,4,1,3,1,761.4554107,3526.19596,3894.399111,4493.554364,3826.384,1427.549157,2799.940392,3299.467565,3942.677333,1710.298217,,[M+Cl]- 143.084 [M-H]- 179.06,22
FT302,195.0562044,195.0559207,195.0565308,697.6697998,697.164978,697.6740112,6,2,4,1,522.0394226,3319.6815,4447.5406,5800.962545,4939.424182,1199.882711,3626.057611,3247.211625,6048.0699,3029.131036,,[M-H-CO]- 224.058,22
FT1398,537.0783907,537.0774609,537.0810563,697.6712646,697.6607666,698.184082,10,5,5,1,6131.61,9375.851333,9621.6,9362.304,10135.51526,8396.635,8190.312118,8228.231353,9440.142947,7653.4465,,,22
FT1536,613.2404207,613.2381043,613.306457,697.6715337,697.164978,708.2936401,12,5,5,1,10719.7962,13382.55675,14783.02871,14171.976,13304.00662,8945.732467,11424.1288,10653.891,15404.00941,11821.58931,,[M-H-C2H4]- 642.277,22
FT1628,675.2773302,675.2757299,675.2798482,697.6715337,697.6607666,698.1777954,10,5,5,1,8893.363313,10200.73963,10841.91625,11638.16006,10239.16312,7047.588462,10025.30288,8812.253,11825.8056,8760.024,,[M-H+CF3COOH]- 562.281,22
FT1575,641.2691689,641.2677406,641.2704293,697.6740056,697.6714478,698.1707153,4,1,3,1,2446.970634,5586.056399,7073.64,5784.0925,5844.790882,4941.991422,5818.831358,4167.793124,7021.980706,2399.915246,,[M-H]- 642.277,22
FT980,373.1862032,373.1855464,373.1886774,697.6740112,697.1557617,707.2849731,13,5,5,1,77296.97886,46672.934,32064.489,31963.25373,73479.49688,26506.46879,30132.88421,25501.48325,31112.40926,26123.526,,[M+Cl]- 338.222,22
FT1479,583.2963397,583.2948483,583.2995537,697.9204407,686.5493164,708.7484741,12,5,5,1,67568.95923,225213.5887,220390.5678,221733.0557,210465.8622,95727.36204,216810.3967,40489.5777,222819.0341,181582.2493,,,22
FT1504,597.2446559,597.2419565,597.313455,698.1707153,696.661,698.184082,15,5,5,1,7504.63725,7885.889786,8991.1388,9410.659688,9479.132941,5565.1,8239.044813,7420.5525,9638.415059,7877.846667,,[M+Cl]- 562.281,22
FT1682,715.3067365,715.3063319,715.3088191,698.1707153,697.165,698.1777954,5,2,3,1,3064.840576,5297.165495,5169.02925,5977.425533,5041.543118,1660.103934,5143.372615,3014.820923,6152.5878,3968.158464,,,22
FT1033,390.1844418,390.1836056,390.186694,698.171814,687.0608521,699.1982422,13,5,5,1,18695.67672,17219.08272,25449.58514,17518.57367,17616.11248,16600.92296,16566.82712,13714.08392,19768.71836,21445.08275,[136][M+1]-,,22
FT397,229.1443673,229.143647,229.1454276,698.1757202,697.6664429,698.179,10,5,5,1,9911.808238,9817.159579,10329.26432,10116.7829,10197.4089,9100.4261,9484.95119,9024.03495,10994.49341,9126.088895,,,22
FT1346,511.2748405,511.2731177,511.2769212,698.1757813,697.6607666,698.184082,9,4,5,1,20636.04404,19668.92025,19248.42818,21454.84208,18192.84014,21989.07523,18795.80091,15657.9543,19930.936,19308.9628,,[M-H-C6H10O4]- 658.34,22
FT607,286.1804552,286.17992,286.1812528,698.1772461,698.1647339,698.6721802,9,5,4,1,3109.204656,6529.602462,6533.648917,6140.232,6762.889,5090.586545,5611.9544,4753.711909,7140.073846,4962.702,,,22
FT1197,451.2185459,451.2174444,451.2202517,698.1772461,697.6690674,698.6871338,7,3,4,1,97409.6,62275.13829,71327.30641,93690.77362,57538.2816,53925.99787,60896.59186,50448.5625,40290.45386,46151.32713,,[M-H+CF3COOH]- 338.222,22
FT1366,523.2754191,523.2742156,523.27661,698.9289246,683.5314941,699.1923218,6,2,3,1,7030.064615,41182.245,36798.76085,35369.0324,23621.93341,21401.38918,48222.1725,24027.85953,18354.86305,32360.56971,,,186
FT244,181.0868375,181.0863285,181.087774,699.1895364,699.1737671,699.6983032,10,5,5,1,9500.6604,9620.0184,9424,7379.680286,7611.2784,9275.032929,8939.674067,6822.15775,7928.443929,7648.080857,,,186
FT1185,447.2232979,447.2221189,447.2242458,699.6774292,699.1865845,699.6964722,8,4,4,1,5658.08136,149821.8333,84129.164,84304.11842,81874.58535,73080.97436,82240.94185,64478.75288,85939.03696,71558.36,,,186
FT762,320.1036705,320.1028655,320.1056744,701.1976624,700.696106,701.2166138,10,5,5,1,10215.4962,7197.153667,13313.13882,10542.71325,11445.82406,7507.994,8251.92,9584.3966,12052.545,12058.13588,,,662
FT1249,465.2330196,465.2312713,465.235153,704.7514038,697.6681519,707.2783813,9,2,4,1,38277.96313,28517.855,51521.25141,33135.525,32391.429,51319.63045,52131.65521,44172.62388,33381.374,43125.68888,,,564
FT189,165.0554601,165.0551921,165.0565649,705.7590637,705.6975098,706.2716675,10,5,5,1,7908.244071,7187.7988,8294.304118,7095.152286,6844.234667,6865.161429,7464.8424,6163.524923,7963.662625,6361.249286,,,564
FT1370,525.2542794,525.2184126,525.2574899,706.7825317,706.2679443,715.7084351,10,5,5,1,99803.20313,91531.86416,93174.27481,93392.77391,88313.41518,82102.31782,93502.77773,9611.458393,94960.81308,82124.89772,,,97
FT1236,463.2181049,463.217149,463.2209211,707.2849731,699.692627,708.3009644,13,5,5,1,362849.4145,322712.4816,192005.5395,336017.2269,328999.8658,319979.3983,187720.1314,257270.2851,347017.813,288506.8565,,,566
FT1118,423.1864733,423.185769,423.189268,707.7840898,707.1978149,707.8081055,10,5,5,1,91466.33429,81470.73,80387.09477,83215.71886,79537.8043,78286.02452,79260.64756,113049.7253,83529.11704,70613.04148,,[M+Cl+HCOOH]- 342.212 [M-H+HCOOH]- 378.188,97
FT992,377.1810388,377.1455253,377.1833883,708.7976511,696.6669312,709.2525635,12,5,5,1,49489.61625,41297.95893,40960.02776,41370.08448,39930.1378,38863.653,39341.54629,32916.90159,85776.99789,35753.46329,,[M+Cl]- 342.212 [M-H]- 378.188,97
FT1387,531.205096,531.2034405,531.2078989,708.7984446,708.7875977,709.2525635,6,2,4,1,8079.961909,7676.77235,7536.637866,7705.795,8064.023652,8448.436667,7673.154104,5009.779824,7482.893333,4995.253279,,,567
FT1085,403.1392919,403.138345,403.1415457,709.8169861,709.710144,710.309021,10,5,5,1,16162.04022,13968.251,13259.01653,12977.85206,13628.93365,12745.62231,12938.926,10405.07143,14154.19582,12292.25625,,,565
FT1161,437.2023002,437.2009949,437.2040761,712.3585815,711.2739258,713.344,7,2,5,1,30369.11952,24712.08219,27721.73207,28929.59382,19281.41129,23593.55775,20336.88677,18737.00583,25511.0622,20644.11879,,[M-2H+K]- 400.254,228
FT1153,435.2233194,435.2217354,435.2247884,713.3837891,713.2077637,713.8764648,7,4,3,1,60326.03333,52805.07831,53167.8131,57131.77754,52667.52363,52592.51863,51616.75777,42649.53326,52101.55969,45490.57938,,[M+Cl]- 400.254,228
FT1286,481.2287448,481.2270649,481.2303701,714.3203125,713.8764648,714.357,5,1,4,1,101849,73112.95715,75495.44257,72514.99613,71515.52073,67251.56772,73214.94325,60395.54918,69914.81538,53234.87618,,[M+Cl+HCOOH]- 400.254,228
FT1399,537.2550531,537.2534607,537.2565638,716.9100342,716.2132568,717.392,10,5,5,1,99146.146,156865.3136,287537.7996,296219.4125,152859.1947,149384.289,281739.0797,187521.2796,230846.708,245910.434,,,125
FT1319,497.2237246,497.2220012,497.2252193,717.3732605,716.8782959,717.897,10,5,5,1,67737.06732,41639.71022,100538.6789,42671.55818,41375.92727,40436.247,42660.46647,33952.40114,42187.52994,34639.88477,,,125
FT1513,599.2906995,599.2897808,599.2913734,717.910614,717.8930054,718.8538208,4,3,1,1,8678.193283,59322.81837,72657.03247,58407.49702,60247.04821,66135.81,67949.37477,52499.5803,70381.8082,43386.84953,,,142
FT1602,657.3325026,657.3310103,657.3339807,717.9170364,717.3831787,718.925415,6,3,3,1,42848.89944,81315.38825,80518.38781,77406.78698,78848.42891,76855.44912,81200.22696,62596.4556,82051.25116,69413.6947,,,630
FT974,370.0831095,370.0818946,370.0842845,718.3990684,717.8930054,718.8538208,10,5,5,1,11976.38735,11766.5,12464.915,12520.05741,14786.99444,6791.484231,9967.0952,10823.85838,12540.12281,11496.863,,,627
FT1247,465.2336158,465.2323182,465.2350909,718.4068298,717.897,729.0332642,10,3,5,1,37368.62364,51290.13023,172341.8556,32431.00586,30276.4203,32020.75673,31901.96415,28576.09335,31040.0122,30082.7016,,,628
FT1199,452.2215284,452.2203877,452.2230266,718.8862556,718.4158325,721.8592529,6,2,4,1,39173.95314,50279.66441,50659.74485,30029.55811,48856.17053,45606.37813,49266.96868,39908.63653,18142.45971,42975.80699,[160][M+1]-,,142
FT1195,451.2182993,451.2170415,451.2197689,719.666687,718.3978271,721.447,10,5,5,1,160548.3492,142566.2925,260751.9969,143828.0382,137779.936,247568.7969,142093.7655,112585.9931,264037.294,119930.6153,[160][M]-,,142
FT1184,447.2232517,447.2220811,447.2247164,719.8890747,711.3330688,720.4206543,10,5,4,1,55695.11616,95367.50414,93187.98314,92136.76114,91027.71269,223109.6731,91109.16566,74825.162,93082.58034,82671.44976,,,142
FT1337,509.2596794,509.2585912,509.2614986,721.197937,720.4241333,731.4154663,12,5,5,1,123420.3363,106135.0488,89303.37717,98069.95647,60613.74,57257.09786,111659.9607,74094.81771,66650.72325,75809.93313,,,629
FT597,284.165223,284.1646808,284.1661184,723.3009949,722.9453125,723.5031738,10,5,5,1,7016.905286,10091.94638,9610.934667,9595.476,9090.214286,8276.867929,8403.7708,7149.753462,9136.339125,7927.4034,,,602
FT399,229.1441992,229.143881,229.1453455,723.37677,722.7283936,723.4723511,9,4,5,1,6625.68,6882.64,6734.577333,5784.787154,5777.182846,6752.161,6168.429467,4847.2395,6570.555,5213.335999,,,602
FT558,271.1910852,271.1905997,271.1921426,723.37677,722.9453125,723.486145,9,4,5,1,8561.375556,6909.71925,7213.755176,6485.423467,7401.838889,6688.969,7029.5232,5176.877308,6588.655375,5492.105336,,,602
FT349,213.1493884,213.1490688,213.1501804,723.984375,723.7219238,724.4702759,10,5,5,1,93408.21786,79114.92512,83419.06029,80683.66117,79511.83003,77264.19207,81722.7375,65576.557,83285.17241,71827.66743,[26][M]-,[M+Cl]- 178.18 [M-H]- 214.157,123
FT353,214.1527671,214.1525749,214.1537786,724.413147,723.7219238,724.5102539,10,5,5,1,10831.44706,9374.427471,9685.164444,8980.847294,8574.4855,8255.896,9155.138889,7911.021176,8613.406667,8022.807867,[26][M+1]-,,123
FT586,281.1370546,281.1365338,281.1379757,724.4802673,724.4431152,725.0026245,8,3,5,1,6131.714,6394.450564,5826.2512,5615.236286,6178.242,5465.571429,5678.578286,4040.687111,4920.736667,4274.409338,,[M+Cl+NaCOOH]- 178.18 [M-H+NaCOOH]- 214.157,123
